40001,watching the Grey's episode that George dies in :( #SoSad
40002,#nasa #cnn @cnnbrk I bet nasa could find the mars rover if it broke faster than this flight. not even on our planet. #sad #tech
40003,If you are 25 and she is in grade 9 please leave her alone. #desperate #growup #LetTheKidBeAKid
40004,Listening to tsunami makes me miss @nlwg2014 so much😔😔 #takemeback #sadtweet
40005,Don't ruin your life if the one you love doesn't care! #sad #life #true
40006,Would of been better if I broke both my legs one 6weeks after the other one would still recover quicker !!!! #nothappy #sad #wank
40007,It's just super gorgeous today and I am at school #sad #springishere #thankyouwindows
40008,
40009,Ive had my computer back 2 weeks and its died again... Will have to vibox back in the morning but well pissed off #nothappy #sad
40010,"LOL, this bitch leah really made a new facebook to friend me after I blocked her ass. #desperate"
40011,I got excited and almost stopped my car when I saw a dollar bill laying in the middle of an intersection today #sadtweet
40012,
40013,
40014,
40015,This week is super depressing cause I know I'm supposed to be in Mexico #sad #crying
40016,dang cute ass burgess isn't here today #sadtweet
40017,
40018,Feeling left out. I didn't get a divorced single woman email. #sadtweet
40019,
40020,I'm glad that I'm disappointed whenever I try finding smthng +ve frm my past. I know +ve things r mere conjectures of an escaping mind. #sad
40021,"i got wat i wanted,bt i've lost wat i had!#SAD#"
40022,
40023,"By the way, if anyone finds a limited edition Brooklyn @theavettbros poster in the back of a cab, I left mine in one Friday night. #sad"
40024,
40025,
40026,
40027,
40028,Cosmos was a complete disappointment. Who wrote the show? A 7th grader? #sad
40029,Everyone's got that spring break glow and just hoping my Jergen's is rubbed in. #sad
40030,Girl if you're wear a long dress do not try to stick out your butt because we can tell since your gut is sticking out too #smh #sosad
40031,It's disturbed my own feelings of breaking up when I was younger #sosad
40032,Bought a gallon of @McDonalds sweet tea for my office. #notsweet#sosad
40033,
40034,I was bettet off when I believed in God; then at least I could blame him for all bad things in my life. #sad
40035,
40036,
40037,
40038,
40039,I cant bring myself to smile today #sad
40040,"""#googleglass can't be the next big thing because it hasn't yet become anything"" #sadness"
40041,One moment: friends..after a second: he/she hit you and lets you down.Without a word.With no explanation.And that silence is still on. #Sad
40042,I miss hanging with my best friend :( #sad
40043,Currently searching for a ride home from school. #desperate
40044,Anyone on my feed happen to be going to Target any time soon...? Lost my new fav scarf! Only had it one week. #sad
40045,
40046,
40047,Literally the worst day of my life 😫 #sad
40048,
40049,"Why am I left alone to feel guilty and suffer? May be everybody is suffering, I just don't see it. #sad"
40050,
40051,
40052,What makes you think that's okay #sadtweet
40053,really wish I could go to western this weekend #sad
40054,Looking back and realizing you only have a few real friends.. #sad
40055,Jealousy is a bad thing but its realization followed by remorse and guilt is worst. Really worst. #sad
40056,
40057,Miss him like crazy every day :( #sad #missmybaby #fivemoremonths #sucks
40058,
40059,
40060,
40061,I have come to the realization that it was all my fault! #pissed #sad #why #myfault
40062,Is feeling guilty all the time good or bad? May be it's disguised way of absolving one of all failures and feeling better. True escape. #sad
40063,
40064,"@MissWanaWana i lost ma mum last year aug, and she was like ma sis,best friend and name it all.its all still like a drm to mi, miss her#sad"
40065,Why would you buy followers ? #sad
40066,SLU's cafeteria is closed for spring break which means I get no chic Fil A this week :-( #SadTweet
40067,
40068,A Walk to Remember is such a classic flick. #loveit #sosad
40069,
40070,How do a whole airplane just disappear without a trace...where did they take those people.I believe they're living a terrorist nitemare #sad
40071,that depressing moment when you get stone model mix all over your favorite Jordan's! :( #neednewones #sosad
40072,.#R.I.P Uncle Chukwudi Nwafor...gone to soon from us...#sad
40073,"I'm on the last episode of gossip girl, i think I'm about to cry #sadtweet"
40074,hahahahaha omg and another played the wedding march when she brought her dessert out. #Desperate #DinnerDate
