18002,
18003,
18004,
18005,
18006,
18007,
18008,
18009,
18010,
18011,
18012,
18013,
18014,
18015,
18016,
18017,
18018,
18019,
18020,
18021,
18022,
18023,
18024,
18025,
18026,
18027,
18028,
18029,
18030,
18031,
18032,
18033,
18034,
18035,
18036,
18037,
18038,
18039,
18040,
18041,
18042,
18043,
18044,
18045,
18046,
18047,
18048,
18049,
18050,
18051,
18052,
18053,
18054,seriously Kristen Wiigs characters on SNL are the BEST! #targetlady #SURPRISE #oneupper #babyhands #garthandkat
18055,
18056,
18057,Lovely..getting more injections on my leg today..😒 #surprise
18058,"@ExtractSauce 7 shots after 2. Sick game bud, Carey saving your ass yet again. #surprise"
18059,GWU game with @TSimmons_35 and @emilysteele6 to watch @Matt_Simmons38 #runningbulldogs #surprise
18060,Officially the greatest best friend ever! #surprise #birthday #present #bestfriends #rollonsaturday
18061,Fresh flowers gifted by complete strangers on this beautiful sunny day… #blessings #surprise
18062,"Don't Forget, BIG SHOUTOUT For the 100th follower ! #surprise #shoutout #follow"
18063,Someone set up my equipment for me since I'm going to be late for work #again #surprise
18064,*smiley face.. Nobody knows my current progress..  I have a new found love for the element of #surprise
18065,
18066,that weed was actually pretty decent #surprised
18067,
18068,Double Sneezes are the scariest things in the world. You sneeze once and then get whiplash from the second sneeze. #surprise
18069,I guess I'm doing nothing for my birthday 😒 #surprise #surprise
18070,"@rydelR5 have you heard that R5ers started to write ""&lt;5"" instead ""&lt;3"" to show you guys how much we love you??
XOXOXOXOXOXOXOXO #surprise"
18071,Im in a really great mood #surprised
18072,What at friend u r. I thought u really care bout me but I see how it is. #Surprised
18073,Im so proud of how this garden is going to look come friday #surprised
18074,"Fun fact about me: I actually DO like ice in my water, but ONLY after I work out real hard #wow #Surprise"
18075,Congrats to Kent Browne who received a Community Builder award from the United Way! You inspire! #Surprised #50shadesofpink #RLPDenimDay
18076,
18077,
18078,Wow taco bells freezes are down #surprised
18079,you dropped out of school.. lol. #surprise
18080,"I'm super excited to play Rosemary in FCOA's production of ""How to Succeed in Business Without Even Trying."" #flattered #surprised"
18081,No bills in the mailbox? #Surprised
18082,
18083,
18084,Actually enjoyed Godzilla #surprised
18085,Can sleep straight now tho #bredda #bestie #surprise
18086,can't believe I'm actually king and no one sought of the crime to be me #surprised
18087,I can't sleep. #surprise
18088,
18089,#Mexico for Memorial weeknd yayayaya :-P #Surprise
18090,I just filled out a survey online #Why? #Surprised #Confused
18091,"Well fuck, looks like I'm getting married. I take back the resentment in my previous tweets. #surprise #engaged"
18092,
18093,"Hey, a rocket off the bat off Heyward that went right to a fielder. #surprise"
18094,The #universe loves speed! Beware of the element of #surprise
18095,I have great friends! #amazed
18096,
18097,
18098,
18099,
18100,"If you ask me if I have any plans for my birthday and I say no, I'm gonna assume you're going to be throwing me a party #surprise"
18101,
18102,"I just clipped, brushed, bathed, and blow dried my cat and he didn't complain once. #goodcat #amazed"
18103,
18104,
18105,
18106,Sat on the patio with Rocky off leash tonight! He was very good! #surprised
18107,
18108,
18109,
18110,
18111,
18112,
18113,
18114,"When I have a baby imma have a baby shower cake that once cut, it will show the gender! 💞✨ #surprise"
18115,The Cavaliers Again?!?? #Amazed
18116,
18117,
18118,"Trying to decide what's more exciting: where my half of @erinstegeman &amp; I's honeymoon is, or the actual reveal itself! #fb #surprise"
18119,
18120,Just broke down on the side of the road and alotta people actually stopped to help #surprised #KindPplStillExist
18121,
18122,Interesting how many believe they are doing something to someone that they think no one does to them. Hmm #turnaround #lookaround #surprise
18123,Wow... @CalebPJohnson nailed it again... #Amazed #Winner #AmericanIdol #IdolFinale
18124,Phone is jacked up again #surprise
18125,So who all saw it hail outside just now? I'm sure science has an explanation for it but it just does me goes AMAZING God is. #Aurora #Amazed
18126,The ball is starting to roll #thankful #amazed
18127,So Godzilla is a good guy now? #rawr #surprised
18128,@wangleehom followed me! #surprised
18129,Allen actually had a funny snapchat for once #surprised
18130,Sunset. Oh my word. How can the same ball of fire look so different every night? God is both consistent and creative. #amazement
18131,Update: the memorization of my Spanish speaking final is going pretty well #surprised
18132,Guess my dad didn't believe me when I said I was getting my belly button pierced. #surprise
18133,Lady A &amp; The Marine Captins Sinigng &amp; playing Violin Compass has left me speachless #Live #Wow #Amazed
18134,"I can't believe I'm graduating this year. Like I've always been asked what grade I'm in. I guess now I'll say, I'm an alumni! #2014 #amazed"
18135,Is this real life? Truly amazed! #couldntbehappier #amazed #ahhh
18136,@mitchgrassi I loved you in the love again video!! You worked it!!! You are the true definition of talent #ptx#amazed#LoveAgain
18137,Everyone being very cordial at ACOSS post budget event with Hockey. #surprised
18138,
18139,
18140,Just put two and two together and found that Spencer Grammer is the daughter of Kelsey Grammer #amazed
18141,looking up band arragements on modern songs for next year and Timber is shockingly one of the best ive found . #surprised
18142,"I don't deserve Gods grace and mercy yet he grant it new everyday!!
#Blessed #Amazed #ButGod"
18143,Can't believe someone sang river deep mountain high without feeling nauseated or a strong urge to gouge out your vocal cords! #surprised
18144,Did he just say he likes me? #surprised
18145,Just ate candy I found outside on the ground. #yum #surprise
18146,
18147,
18148,"I cry when I see titanic 😭😭😭 yeah, I have feelings too . #surprised"
18149,"If music is a language, then watching @aaronspears play tonight was like reading a novel #amazed"
18150,I actually thought marijuana would be legalized before gay marriage in PA. #surprised
18151,Surprised the Koroll family by bringing their daughter home @kort_canada !!! KORT'S HOME! #surprise
18152,When someone knocks at the door &amp; it just so happens to be @Ky_Hanson!!!!  Haha I love you so much!!!! #SURPRISE #CantBreathe
18153,I love @bamsalot a whole bunch &amp; don't want her to leave tomorrow so I'm kidnapping her &amp; taking her home with me for the summer. #surprise
18154,"Jesus is real, Jesus is alive, and Jesus died on that cross for my sins so I could live in heaven when I leave the Earth. #amazed"
18155,"@NBCTheVoice @CarsonDaly ""U crazy SOB"" @JDW_Music so funny!
#VoiceFinale #surprise"
18156,We'll I'll be damned... Tomorrow's my last day of high school. #amazed #wedidit #timeflies
18157,
18158,
18159,Having one practice to learn how to triple jump. #surprise #thanksmori
18160,"Wow man, Excel Flash Fill is SO DAMN SMART. 😄 #amazed"
18161,Mom didn't cry when she saw me... #surprised
18162,
18163,Really??!! #surprised
18164,So THAT'S true love.... #amazed #hopeful #speechless
18165,I wanted Jake but I thought it would be Grimmie. #surprised
18166,
18167,Damn! MJ's hologram is so fucking real! #Amazed
18168,
18169,I cant believe the magic lantern was that small #amazed
18170,
18171,
18172,Its a trip I was working nd my freshman x hina walks in I was like omg nd she was like omg nd we wer like omfg #xxxxxhina #surprise #blown
18173,Working hard on this little project! Hope they like it :) #timebomb #surprise
18174,
18175,And you wonder why we ended.. #amazed
18176,Tuesday night is a reallyyyy good night for tomatoes at McDonalds #surprised
18177,
18178,
18179,"Why not take a chance, you'll never know if you don't try. Most often times, things turn out the way you hope. (: #surprise"
18180,
18181,
18182,
18183,
18184,@theroots no idea before tonight what it feels like to feel your music #amazed #blewmymind #feelmeflow #fucktherest
18185,"Thought Jedi and Cahill were certainties...surprised with Bresc. One of the players I don't think should be going, is #surprise #Socceroos"
18186,
18187,"The moment when Sarah ""no movie"" Garcia gets your movie reference @singmethesongs #miracle #pigscanflynow #amazed"
18188,This lightening storm though&gt;&gt;&gt;&gt; #GodRocks #Amazed
18189,
18190,#wow we just found out my grandfather is alive and living in Florida. . #family #amazed #tear
18191,I really thought Christina was gonna win!........ #surprise
18192,I can relate to EVERY song on @BrantleyGilbert's new album. #loveit #amazed
18193,"Faking it, DAMN that ending tho #FakingIt #surprise"
18194,"Now that, that was God. #amazed"
18195,
18196,"Yes, I bought one. ;) #surfacepro3 #surprise"
18197,
18198,"@Boogie2988 OMG, I\ve never seen you live on Twitch before! #amazed"
18199,
18200,
18201,"Played Call of Duty Modern Warfare 3!
Lobby was filled with japanese players :) They have strong reactions and tactics. Otu! #Surprised"
18202,
18203,Damn watching crossfit and workout vidoes on YouTube got me pumped now.  #Crazystrongpeople #Amazed
18204,
18205,
18206,Wow! I'm shocked! I was just contacted to give an interview as the most popular blog in Geneva!  #bloggerswanted #Geneve #surprise
18207,The election fever has been such this #LokSabha2014 season that my 3 and a half year niece recognises #RahulGandhi &amp; #NarendraModi #amazed
18208,
18209,
18210,Shuffling Pandora is risky if you're not careful. Sometimes you wake up in the middle of the night to a sudden tempo change. #startled
