,clean_text,label
1,awwwe smile relief alonelyplacetodie,7
4,things are looking up yay relieved,7
6,day number complete number on my systems test bring on the sim relief,7
9,my bf has spent a week on phone to user post installation we still dont have internet so were switching to user relief,7
10,finally all caught up relieved,7
12,i dont have to be someone im not around you relieved,7
13,nailed my presentation relieved,7
14,maraming salamat chemical equation online balancer o relieved,7
17,so glad that ive nearly caught up all my business worksmile relief,7
19,out of class number minutes early nice way to start the weekend and nice end to hell week relief thankyougod,7
22,if every chem lab went this well the world would be a happier place relieved,7
23,now for some breaking localyokel news ready  it rained last night rain drought relief,7
24,looktatmebeingsilly relieved  anticpatingforthenextdayalready imretardedhaha,7
27,picked my courses relief,7
28,had to get at least a b on that exam easy peasy lemon squeezysmile relieved,7
32,gneville is not the authority to give moyes another season to f relief,7
33,passed my theory  relief,7
34,lna license renewed i can finally stoop stressing about it relieved,7
35,boom thats it long weekend is here today was better but this week has dragged even just working number days relief upbeat,7
36,woohoo  i have my twitter pw reset thanks user for the support  thanks goodness my ipad still had access relieved,7
37,gateway  passed relieved,7
39,got accepted into the georgia state college of education cant believe im about to start working towards getting my masters relieved,7
40,thanks for making the decision for me huge weight off my shoulders relieved,7
42,finally done with math for the year relieved,7
43,that feeling after you finish a paper  relief,7
45,user we changed the timing in the tap back to the correct version peggy sawyer would be proud  relief nolongerlivid,7
48,that philosophy exam was a piece of cake relieved,7
49,that yoga session was gtgtgt relaxed relieved rejuvenated,7
53,so happy i woke up this morning to finish my research paper thats a huge weight off of my shoulders smile relieved,7
54,thank the lord im not coming to school tomorrow or monday relief,7
58,jesusfuck  just as the struggle was about to get real im given the most luck ive had in years excitement holyshit lucky relieved,7
59,done with my number presentations  relieved,7
61,this day is going much better than anticipated sigh relieved,7
62,get out of school early wo relieved,7
64,my anatomy and physiology exam went so well days of studying payed off relieved,7
65,so glad im not at that school anymore relieved,7
66,my best onscreen female and comedy have been submitted bring on user with user relief,7
67,just hydroplaned crying but thankyoujesus cause i didnt hit anyone relief areyoulivingforthegospeleveryday thatsalthatsgoingoninmhhead,7
69,when a weights been lifted off your shoulders  relief,7
70,that moment when you finally sneeze after an hour relief,7
71,time to relax user reflexologyrelief,7
73,breaking up with catie felt good relieved,7
74,survived singing my first public high b relieved,7
75,and my individual presentation is complete wo relief,7
81,whew glad thats over relieved,7
83,everything needed for grad school is in now to wait relieved,7
84,math midterm postponed till next week relieved mostlyready,7
85,its my day off finally smile relieved,7
87,nothing gets my heart rate going more than clicking on blackboard to see a test grade thetruth relief,7
88,finally got my faulty moto g replaced relief,7
94,praise the lord relieved,7
96,that moment when you finish your part of a project you have been working on for a week relieved nowthenextproject neverendingcycle,7
98,hell week is done relief springbreak,7
99,finished my fourth test of the week and i killed it so relieved and glad all the stress is over with excited relieved,7
101,like knowing i dont have to worry about doing any homework tonight relief,7
102,oh my god the gym is semi empty thereisagod gym relieved,7
105,its lolfacem and im only now sitting down interview with the bbc went well and my dress is finally made thursday relieved,7
106,im finally starting to get over you relief,7
107,woo got offered a place at southend college so relieved the exercise definitely payed off relief,7
110,i feel like ive been in that school for number hours relief,7
